,date,open,high,low,close,volume,average,barCount
95,2017-04-10,2357.16,2366.37,2351.5,2357.16,0,0.0,16949
96,2017-04-11,2353.92,2355.22,2337.25,2353.78,0,0.0,18223
97,2017-04-12,2352.15,2352.72,2341.18,2344.93,0,0.0,17758
98,2017-04-13,2341.98,2348.26,2328.95,2328.95,0,0.0,17434
99,2017-04-17,2332.62,2349.14,2332.51,2349.01,0,0.0,16130
100,2017-04-18,2342.53,2348.35,2334.54,2342.19,0,0.0,17418
101,2017-04-19,2346.79,2352.63,2335.05,2338.17,0,0.0,17038
102,2017-04-20,2342.69,2361.37,2340.91,2355.84,0,0.0,17351
103,2017-04-21,2354.74,2356.18,2344.51,2348.69,0,0.0,17139
104,2017-04-24,2370.33,2376.98,2369.19,2374.15,0,0.0,17003
105,2017-04-25,2381.51,2392.48,2381.15,2388.61,0,0.0,17139
106,2017-04-26,2388.98,2398.16,2386.76,2387.45,0,0.0,17657
107,2017-04-27,2389.7,2392.1,2382.68,2388.77,0,0.0,17212
108,2017-04-28,2393.68,2393.68,2382.36,2384.2,0,0.0,17152
109,2017-05-01,2388.5,2394.49,2384.83,2388.33,0,0.0,16981
110,2017-05-02,2391.05,2392.93,2385.82,2391.17,0,0.0,17000
111,2017-05-03,2386.5,2389.82,2379.75,2388.13,0,0.0,17330
112,2017-05-04,2389.79,2391.43,2380.35,2389.52,0,0.0,17301
113,2017-05-05,2392.37,2399.29,2389.38,2399.29,0,0.0,16392
114,2017-05-08,2399.94,2401.36,2393.92,2399.38,0,0.0,16524
115,2017-05-09,2401.58,2403.87,2392.44,2396.92,0,0.0,16665
116,2017-05-10,2396.79,2399.74,2392.79,2399.63,0,0.0,16603
117,2017-05-11,2394.84,2395.72,2381.74,2394.44,0,0.0,16867
118,2017-05-12,2392.44,2392.44,2387.19,2390.9,0,0.0,16347
119,2017-05-15,2393.98,2404.05,2393.94,2402.32,0,0.0,16207
120,2017-05-16,2404.55,2405.77,2396.05,2400.67,0,0.0,16626
121,2017-05-17,2382.95,2384.87,2356.21,2357.03,0,0.0,18968
122,2017-05-18,2354.69,2375.74,2352.72,2365.72,0,0.0,18988
123,2017-05-19,2371.37,2389.06,2370.43,2381.73,0,0.0,17067
124,2017-05-22,2387.21,2395.46,2386.92,2394.02,0,0.0,16451
125,2017-05-23,2397.04,2400.85,2393.88,2398.42,0,0.0,16651
126,2017-05-24,2401.41,2405.58,2397.99,2404.39,0,0.0,16338
127,2017-05-25,2409.54,2418.71,2408.01,2415.07,0,0.0,16868
128,2017-05-26,2414.5,2416.68,2412.2,2415.82,0,0.0,15923
129,2017-05-30,2411.67,2415.26,2409.43,2412.91,0,0.0,16095
130,2017-05-31,2415.63,2415.99,2403.59,2411.8,0,0.0,17557
131,2017-06-01,2415.65,2430.06,2413.54,2430.06,0,0.0,17165
132,2017-06-02,2431.28,2440.23,2427.71,2439.07,0,0.0,17096
133,2017-06-05,2437.83,2439.55,2434.32,2436.1,0,0.0,16450
134,2017-06-06,2431.92,2436.21,2428.12,2429.33,0,0.0,16610
135,2017-06-07,2432.03,2435.28,2424.75,2433.14,0,0.0,17004
136,2017-06-08,2434.27,2439.27,2427.94,2433.79,0,0.0,17412
137,2017-06-09,2436.39,2446.2,2415.7,2431.77,0,0.0,19673
138,2017-06-12,2425.88,2430.38,2419.97,2429.39,0,0.0,19520
139,2017-06-13,2434.15,2441.49,2431.28,2440.35,0,0.0,18090
140,2017-06-14,2443.75,2443.75,2428.34,2437.92,0,0.0,18664
141,2017-06-15,2424.14,2433.95,2418.53,2432.46,0,0.0,18183
142,2017-06-16,2431.24,2433.15,2422.88,2433.15,0,0.0,17759
143,2017-06-19,2442.55,2453.82,2441.79,2453.46,0,0.0,17165
144,2017-06-20,2450.66,2450.66,2436.6,2437.03,0,0.0,17307
145,2017-06-21,2439.31,2442.23,2430.74,2435.61,0,0.0,17895
146,2017-06-22,2437.4,2441.62,2433.27,2434.5,0,0.0,17175
147,2017-06-23,2434.65,2441.4,2431.11,2438.3,0,0.0,17093
148,2017-06-26,2443.32,2450.42,2437.03,2439.07,0,0.0,17712
149,2017-06-27,2436.34,2440.15,2419.38,2419.38,0,0.0,18437
150,2017-06-28,2428.7,2442.97,2428.02,2440.69,0,0.0,17592
151,2017-06-29,2442.38,2442.73,2405.7,2419.7,0,0.0,19779
152,2017-06-30,2429.2,2432.71,2421.65,2423.41,0,0.0,17428
153,2017-07-03,2431.39,2439.17,2428.86,2429.01,0,0.0,10208
154,2017-07-05,2430.78,2434.9,2422.05,2432.54,0,0.0,17917
155,2017-07-06,2423.44,2424.28,2407.7,2409.75,0,0.0,18192
156,2017-07-07,2413.52,2426.92,2413.52,2425.18,0,0.0,16881
157,2017-07-10,2424.51,2432.0,2422.27,2427.43,0,0.0,16803
158,2017-07-11,2427.35,2429.3,2412.79,2425.53,0,0.0,17334
159,2017-07-12,2435.75,2445.76,2435.75,2443.25,0,0.0,17011
160,2017-07-13,2444.99,2449.32,2441.69,2447.83,0,0.0,17178
161,2017-07-14,2449.16,2463.54,2446.69,2459.27,0,0.0,16397
162,2017-07-17,2459.5,2462.82,2457.16,2459.14,0,0.0,16692
163,2017-07-18,2455.88,2460.92,2450.34,2460.61,0,0.0,17154
164,2017-07-19,2463.85,2473.83,2463.85,2473.83,0,0.0,16925
165,2017-07-20,2475.56,2477.62,2468.43,2473.45,0,0.0,17415
166,2017-07-21,2467.4,2472.54,2465.06,2472.54,0,0.0,17004
167,2017-07-24,2472.04,2473.1,2466.32,2469.91,0,0.0,16311
168,2017-07-25,2477.88,2481.24,2474.91,2477.13,0,0.0,17216
169,2017-07-26,2479.97,2481.69,2474.94,2477.83,0,0.0,17340
170,2017-07-27,2482.76,2484.04,2459.93,2475.42,0,0.0,19511
171,2017-07-28,2469.12,2473.53,2464.66,2472.1,0,0.0,18121
172,2017-07-31,2475.94,2477.96,2468.53,2470.3,0,0.0,17437
173,2017-08-01,2477.1,2478.51,2471.14,2476.35,0,0.0,17037
174,2017-08-02,2480.38,2480.38,2466.48,2477.57,0,0.0,18134
175,2017-08-03,2476.03,2476.03,2468.85,2472.16,0,0.0,17320
176,2017-08-04,2476.88,2480.0,2472.08,2476.83,0,0.0,17163
177,2017-08-07,2477.14,2480.95,2475.88,2480.91,0,0.0,16093
178,2017-08-08,2478.35,2490.87,2470.32,2474.92,0,0.0,17273
179,2017-08-09,2465.35,2474.41,2462.08,2474.02,0,0.0,17733
180,2017-08-10,2465.38,2465.38,2437.75,2438.21,0,0.0,18922
181,2017-08-11,2441.04,2448.09,2437.85,2441.32,0,0.0,17728
182,2017-08-14,2454.96,2468.22,2454.96,2465.84,0,0.0,16710
183,2017-08-15,2468.66,2468.9,2461.61,2464.61,0,0.0,16927
184,2017-08-16,2468.63,2474.93,2463.86,2468.11,0,0.0,17529
185,2017-08-17,2462.95,2465.02,2430.01,2430.01,0,0.0,18758
186,2017-08-18,2427.64,2440.27,2420.69,2425.55,0,0.0,18364
187,2017-08-21,2425.5,2430.58,2417.35,2428.37,0,0.0,17212
188,2017-08-22,2433.75,2454.77,2433.67,2452.51,0,0.0,16557
189,2017-08-23,2444.88,2448.91,2441.42,2444.04,0,0.0,16745
190,2017-08-24,2447.91,2450.39,2436.19,2438.97,0,0.0,17610
191,2017-08-25,2444.72,2453.96,2442.22,2443.05,0,0.0,16663
192,2017-08-28,2447.35,2449.12,2439.03,2444.24,0,0.0,16270
193,2017-08-29,2431.94,2449.19,2428.2,2446.3,0,0.0,16703
194,2017-08-30,2446.06,2460.31,2443.77,2457.59,0,0.0,16806
195,2017-08-31,2462.65,2475.01,2462.65,2471.65,0,0.0,16887
196,2017-09-01,2474.42,2480.38,2473.85,2476.55,0,0.0,16494
197,2017-09-05,2470.35,2471.97,2446.55,2457.85,0,0.0,18797
198,2017-09-06,2463.83,2469.64,2459.2,2465.54,0,0.0,17407
199,2017-09-07,2468.06,2468.62,2460.29,2465.1,0,0.0,18039
200,2017-09-08,2462.25,2467.11,2459.4,2461.43,0,0.0,17464
201,2017-09-11,2474.52,2488.95,2474.52,2488.11,0,0.0,16909
202,2017-09-12,2491.94,2496.48,2490.37,2496.48,0,0.0,18363
203,2017-09-13,2493.89,2498.37,2492.14,2498.37,0,0.0,17014
204,2017-09-14,2494.56,2498.43,2491.35,2495.62,0,0.0,16831
205,2017-09-15,2495.67,2500.23,2493.16,2500.23,0,0.0,16966
206,2017-09-18,2502.51,2508.32,2499.92,2503.87,0,0.0,17116
207,2017-09-19,2506.29,2507.84,2503.19,2506.65,0,0.0,17073
208,2017-09-20,2506.84,2508.85,2496.67,2508.24,0,0.0,18206
209,2017-09-21,2507.16,2507.16,2499.0,2500.6,0,0.0,17130
210,2017-09-22,2497.26,2503.47,2496.54,2502.22,0,0.0,17005
211,2017-09-25,2499.39,2502.54,2488.03,2496.66,0,0.0,18135
212,2017-09-26,2501.04,2503.51,2495.12,2496.84,0,0.0,17571
213,2017-09-27,2503.3,2511.75,2495.91,2507.04,0,0.0,17452
214,2017-09-28,2503.41,2510.81,2502.93,2510.06,0,0.0,16986
215,2017-09-29,2509.96,2519.44,2507.99,2519.36,0,0.0,16567
216,2017-10-02,2521.2,2529.2,2520.4,2529.12,0,0.0,17256
217,2017-10-03,2530.34,2535.13,2528.85,2534.58,0,0.0,16301
218,2017-10-04,2533.48,2540.53,2531.8,2537.74,0,0.0,16608
219,2017-10-05,2540.86,2552.51,2540.02,2552.07,0,0.0,17043
220,2017-10-06,2547.44,2549.41,2543.79,2549.33,0,0.0,16680
221,2017-10-09,2551.39,2551.82,2541.6,2544.73,0,0.0,16561
222,2017-10-10,2549.99,2555.23,2544.86,2550.64,0,0.0,17176
223,2017-10-11,2550.62,2555.24,2547.95,2555.24,0,0.0,16667
224,2017-10-12,2552.88,2555.33,2548.31,2550.93,0,0.0,16969
225,2017-10-13,2555.66,2557.65,2552.09,2553.17,0,0.0,16876
226,2017-10-16,2555.57,2559.47,2552.64,2557.64,0,0.0,16829
227,2017-10-17,2557.17,2559.71,2554.69,2559.36,0,0.0,16686
228,2017-10-18,2562.87,2564.11,2559.67,2561.26,0,0.0,16700
229,2017-10-19,2553.39,2562.14,2547.92,2562.1,0,0.0,17200
230,2017-10-20,2567.56,2575.44,2567.56,2575.21,0,0.0,17041
231,2017-10-23,2578.08,2578.29,2564.33,2564.98,0,0.0,17382
232,2017-10-24,2568.66,2572.18,2565.58,2569.13,0,0.0,17315
233,2017-10-25,2566.52,2567.4,2544.0,2557.15,0,0.0,18669
234,2017-10-26,2560.08,2567.07,2559.8,2560.4,0,0.0,18235
235,2017-10-27,2570.26,2582.98,2565.94,2581.07,0,0.0,19102
236,2017-10-30,2577.75,2580.03,2568.25,2572.83,0,0.0,18547
237,2017-10-31,2575.99,2578.29,2572.15,2575.26,0,0.0,17728
238,2017-11-01,2583.21,2588.4,2574.92,2579.36,0,0.0,18545
239,2017-11-02,2579.46,2581.11,2566.17,2579.85,0,0.0,18871
240,2017-11-03,2581.93,2588.42,2576.77,2587.84,0,0.0,18361
241,2017-11-06,2587.47,2593.38,2585.66,2591.13,0,0.0,17623
242,2017-11-07,2592.11,2597.02,2584.35,2590.64,0,0.0,17873
243,2017-11-08,2588.71,2595.47,2585.02,2594.38,0,0.0,17566
244,2017-11-09,2584.0,2586.5,2566.33,2584.62,0,0.0,19092
245,2017-11-10,2580.18,2583.81,2575.57,2582.3,0,0.0,17287
246,2017-11-13,2576.53,2587.66,2574.48,2584.84,0,0.0,17179
247,2017-11-14,2577.75,2579.66,2566.56,2578.87,0,0.0,18129
248,2017-11-15,2569.45,2572.84,2557.45,2564.62,0,0.0,17944
249,2017-11-16,2572.95,2590.09,2572.95,2585.64,0,0.0,17444
250,2017-11-17,2582.94,2583.96,2577.62,2578.85,0,0.0,17004
251,2017-11-20,2579.49,2584.64,2578.24,2582.14,0,0.0,16755
252,2017-11-21,2589.17,2601.19,2589.17,2599.03,0,0.0,17027
253,2017-11-22,2600.31,2600.94,2595.23,2597.08,0,0.0,16590
254,2017-11-24,2600.42,2604.21,2600.42,2602.42,0,0.0,8937
255,2017-11-27,2602.66,2606.41,2598.87,2601.42,0,0.0,16940
256,2017-11-28,2605.94,2627.69,2605.44,2627.04,0,0.0,18127
257,2017-11-29,2627.82,2634.89,2620.32,2626.07,0,0.0,20145
258,2017-11-30,2633.93,2657.74,2633.93,2647.58,0,0.0,19429
259,2017-12-01,2645.1,2650.62,2605.52,2642.22,0,0.0,20310
260,2017-12-04,2657.19,2665.19,2639.07,2639.44,0,0.0,20020
261,2017-12-05,2639.78,2648.72,2627.73,2629.57,0,0.0,19470
262,2017-12-06,2626.24,2634.41,2624.75,2629.27,0,0.0,18694
263,2017-12-07,2628.38,2640.99,2626.53,2636.98,0,0.0,18184
264,2017-12-08,2646.21,2651.65,2644.1,2651.5,0,0.0,17428
265,2017-12-11,2652.19,2660.33,2651.47,2659.99,0,0.0,17529
266,2017-12-12,2661.73,2669.72,2659.78,2664.11,0,0.0,18024
267,2017-12-13,2667.59,2671.88,2662.85,2662.85,0,0.0,18461
268,2017-12-14,2665.87,2668.09,2652.01,2652.01,0,0.0,18546
269,2017-12-15,2660.63,2679.63,2659.14,2675.81,0,0.0,18215
270,2017-12-18,2685.92,2694.97,2685.92,2690.16,0,0.0,17797
271,2017-12-19,2692.71,2694.44,2680.74,2681.47,0,0.0,18072
272,2017-12-20,2688.18,2691.01,2676.11,2679.25,0,0.0,17670
273,2017-12-21,2683.02,2692.64,2682.4,2684.57,0,0.0,17408
274,2017-12-22,2684.22,2685.35,2678.13,2683.34,0,0.0,16734
275,2017-12-26,2679.09,2682.74,2677.96,2680.5,0,0.0,16408
276,2017-12-27,2682.1,2685.64,2678.91,2682.62,0,0.0,16375
277,2017-12-28,2686.1,2687.66,2682.69,2687.54,0,0.0,15700
278,2017-12-29,2689.15,2692.12,2673.61,2673.61,0,0.0,16191
